FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,PARENT_SAMPLE_CODE,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,DT_RESULT_REMARK,DT_TEST_REMARK,DT_SAMPLE_REMARK,CUSTOM_FIELD_2,CUSTOM_FIELD_1,STREAM_CODE,STREAM_MILE,TASK_CODE_2,BASIS
4,NJD980528996,604-43-44,604-43-44,272990,60444SS3,60444SS3,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645606,TSS,Total Suspended Solids,,179.0000000000,179,ppm,,Yes,Y,,,,,,,ppm,,,179,ppm,TRG,-74.135605,40.742184,,,,-74.135605,40.742184,,,,,,PR,3.119161,,
4,NJD980528996,604-45,604-45,272991,60445SS5,60445SS5,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645607,TSS,Total Suspended Solids,,87.0000000000,87,ppm,,Yes,Y,,,,,,,ppm,,,87,ppm,TRG,-74.135819,40.742059,,,,-74.135819,40.742059,,,,,,PR,3.131524,,
4,NJD980528996,605-41-42,605-41-42,272992,60541SS4,60541SS4,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645608,TSS,Total Suspended Solids,,67.0000000000,67,ppm,,Yes,Y,,,,,,,ppm,,,67,ppm,TRG,-74.135282,40.742444,,,,-74.135282,40.742444,,,,,,PR,3.102026,,
4,NJD980528996,605-41-42,605-41-42,272993,60542SS1,60542SS1,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645609,TSS,Total Suspended Solids,,50.0000000000,50,ppm,,Yes,Y,,,,,,,ppm,,,50,ppm,TRG,-74.135282,40.742444,,,,-74.135282,40.742444,,,,,,PR,3.102026,,
4,NJD980528996,605-43-44,605-43-44,272994,60543SS6,60543SS6,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645610,TSS,Total Suspended Solids,,50.0000000000,50,ppm,,Yes,Y,,,,,,,ppm,,,50,ppm,TRG,-74.135662,40.742355,,,,-74.135662,40.742355,,,,,,PR,3.120408,,
4,NJD980528996,605-43-44,605-43-44,272995,60544SS3,60544SS3,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645611,TSS,Total Suspended Solids,,87.0000000000,87,ppm,,Yes,Y,,,,,,,ppm,,,87,ppm,TRG,-74.135662,40.742355,,,,-74.135662,40.742355,,,,,,PR,3.120408,,
4,NJD980528996,605-45-46,605-45-46,272996,60545SS5,60545SS5,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645612,TSS,Total Suspended Solids,,95.0000000000,95,ppm,,Yes,Y,,,,,,,ppm,,,95,ppm,TRG,-74.135663,40.742193,,,,-74.135663,40.742193,,,,,,PR,3.122082,,
4,NJD980528996,605-45-46,605-45-46,272997,60546SS2,60546SS2,7/12/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/12/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645613,TSS,Total Suspended Solids,,142.0000000000,142,ppm,,Yes,Y,,,,,,,ppm,,,142,ppm,TRG,-74.135663,40.742193,,,,-74.135663,40.742193,,,,,,PR,3.122082,,
4,NJD980528996,606-41-42,606-41-42,272998,60641SS4,60641SS4,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645614,TSS,Total Suspended Solids,,75.0000000000,75,ppm,,Yes,Y,,,,,,,ppm,,,75,ppm,TRG,-74.120687,40.724474,,,,-74.120687,40.724474,,,,,,PR,1.058673,,
4,NJD980528996,606-41-42,606-41-42,272999,60642SS1,60642SS1,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645615,TSS,Total Suspended Solids,,93.0000000000,93,ppm,,Yes,Y,,,,,,,ppm,,,93,ppm,TRG,-74.120687,40.724474,,,,-74.120687,40.724474,,,,,,PR,1.058673,,
4,NJD980528996,606-43-44,606-43-44,273000,60643SS5,60643SS5,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645616,TSS,Total Suspended Solids,,76.0000000000,76,ppm,,Yes,Y,,,,,,,ppm,,,76,ppm,TRG,-74.120442,40.724805,,,,-74.120442,40.724805,,,,,,PR,1.083978,,
4,NJD980528996,606-43-44,606-43-44,273001,60644SS2,60644SS2,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645617,TSS,Total Suspended Solids,,178.0000000000,178,ppm,,Yes,Y,,,,,,,ppm,,,178,ppm,TRG,-74.120442,40.724805,,,,-74.120442,40.724805,,,,,,PR,1.083978,,
4,NJD980528996,606-45-46,606-45-46,273002,60645SS6,60645SS6,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645618,TSS,Total Suspended Solids,,82.0000000000,82,ppm,,Yes,Y,,,,,,,ppm,,,82,ppm,TRG,-74.120668,40.724636,,,,-74.120668,40.724636,,,,,,PR,1.069751,,
4,NJD980528996,606-45-46,606-45-46,273003,60646SS3,60646SS3,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645619,TSS,Total Suspended Solids,,168.0000000000,168,ppm,,Yes,Y,,,,,,,ppm,,,168,ppm,TRG,-74.120668,40.724636,,,,-74.120668,40.724636,,,,,,PR,1.069751,,
4,NJD980528996,607-41-42,607-41-42,273004,60741SS4,60741SS4,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645620,TSS,Total Suspended Solids,,56.0000000000,56,ppm,,Yes,Y,,,,,,,ppm,,,56,ppm,TRG,-74.120529,40.724322,,,,-74.120529,40.724322,,,,,,PR,1.050556,,
4,NJD980528996,607-41-42,607-41-42,273005,60742SS1,60742SS1,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645621,TSS,Total Suspended Solids,,92.0000000000,92,ppm,,Yes,Y,,,,,,,ppm,,,92,ppm,TRG,-74.120529,40.724322,,,,-74.120529,40.724322,,,,,,PR,1.050556,,
4,NJD980528996,607-43-44,607-43-44,273006,60743SS5,60743SS5,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645622,TSS,Total Suspended Solids,,78.0000000000,78,ppm,,Yes,Y,,,,,,,ppm,,,78,ppm,TRG,-74.120184,40.724642,,,,-74.120184,40.724642,,,,,,PR,1.076421,,
4,NJD980528996,607-43-44,607-43-44,273007,60744SS2,60744SS2,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645623,TSS,Total Suspended Solids,,96.0000000000,96,ppm,,Yes,Y,,,,,,,ppm,,,96,ppm,TRG,-74.120184,40.724642,,,,-74.120184,40.724642,,,,,,PR,1.076421,,
4,NJD980528996,607-45-46,607-45-46,273008,60745SS6,60745SS6,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645624,TSS,Total Suspended Solids,,92.0000000000,92,ppm,,Yes,Y,,,,,,,ppm,,,92,ppm,TRG,-74.120305,40.724453,,,,-74.120305,40.724453,,,,,,PR,1.062216,,
4,NJD980528996,607-45-46,607-45-46,273009,60746SS3,60746SS3,7/18/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/18/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645625,TSS,Total Suspended Solids,,121.0000000000,121,ppm,,Yes,Y,,,,,,,ppm,,,121,ppm,TRG,-74.120305,40.724453,,,,-74.120305,40.724453,,,,,,PR,1.062216,,
4,NJD980528996,608-41-42,608-41-42,273010,60841SS4,60841SS4,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645626,TSS,Total Suspended Solids,,78.0000000000,78,ppm,,Yes,Y,,,,,,,ppm,,,78,ppm,TRG,-74.119938,40.724281,,,,-74.119938,40.724281,,,,,,PR,1.055469,,
4,NJD980528996,608-41-42,608-41-42,273011,60842SS1,60842SS1,7/17/1995,N,,,ft,WS,1995-96 Passaic Study RI/FS Sed Mobility,,LB,,,,PHYSICAL PROPERTY,7/17/1995,NA,N,INITIAL,,,,PREMIS_Phase2RIWP,,1,645627,TSS,Total Suspended Solids,,102.0000000000,102,ppm,,Yes,Y,,,,,,,ppm,,,102,ppm,TRG,-74.119938,40.724281,,,,-74.119938,40.724281,,,,,,PR,1.055469,,
